text,label,stance
@user did you know #wrp @user tried to get personhood going via federal #motion312. #SemST,0,abortion
@user @user @user women being independent and making their own CHOICES #SemST,2,abortion
Alright #SCOTUS your next order of business should be overturning #roevwade  #SemST,1,abortion
@user good thing is that #DUP have consistently said ALL murder was + is wrong. SF were pro murder...still are. #SemST,1,abortion
I can tell women what to do with their bodies  #ThingsYouDontSayAsAPolitician #SemST,1,abortion
remember the gates of Hell will not prevail. #GayMarriage #SemST,0,abortion
@user Charged with Manslaughter After Another Woman Dies From #SemST,1,abortion
Gay Marriage & Murdering the Unborn will always be a SIN in GODS eyes. #ccot #tcot #jesus #bible. #SemST,1,abortion
#BlackLivesMatter Protesters wd'rather spray paint #Confederate symbols than concern themselves w/ Millions of Black Lives Lost to #SemST,0,abortion
@user we discussed how Business calculates risk factors. Drew was attacking #SpaceX inferring life is at risk. I invoked #SemST,1,abortion
"What a great 7 days to be an American, especially a Texan. #SCOTUS  #LoveWins #Obamacare  #SemST",2,abortion
@user it is legal bro and its #SemST,0,abortion
@user @user @user Jesus says to trust him in ALL things not to put trust in men or the world. #SemST,0,abortion
@user He said he would do it if he weren't a Christian. So he's also a coward.#RepKevinCalvey #p2 #LibCrib #UniteBlue #SemST,0,abortion
"If you don't want your kid, put it up for adoption. #sorrynotsorry",1,abortion
"I feel the greatest destroyer of peace today is 'Abortion',... Mother Teresa #SemST",1,abortion
MT @user Senate vote on SC Pain-Capable Unborn Child Protection Act could come as early as Wed. Contact your senators!,1,abortion
@user @user @user @user I don't think most women enjoy the experience. #SemST,1,abortion
"Yo if you decide to set yourself on fire cause gays are allowed to be married, that is 100% your choice and I am in support of it #SemST",0,abortion
"RT @user ""A nation that kills its own children has no future.(On Abortion) ~Bl. John Paul II #SemST",1,abortion
Bernadette Smyth is an ignorant thunder cunt.  Not her life. Not her body. Not her business.  #ItsABallOfCellsNotABaby  #NewsNI #SemST,2,abortion
You support #abortion? Never had an abortion? You'll still have to give account to your Creator for the taking of innocent life. #SemST,1,abortion
Woah the hashtag puts the rainbow heart itself there that's weird #butimnotgay #SemST,0,abortion
@user @user @user if men could get pregnant things would change pretty quickly! #BackOff #SemST,2,abortion
I am just as much a feminist as any pro-choicer. I simply carry my beliefs to their logical conclusion. #faminism #YesAllWomen #SemST,1,abortion
@user do you mean Bristol? She was just being honest about her feelings - many can relate - hope they choose life too! #SemST,1,abortion
"@user Once again, whose body do you have a ""right"" to use w/out consent? Still waiting. #rapeculture #SemST",2,abortion
Before we go looking for #life on other #planets we should #stop #killing life on this one. #prolifeyouth #prolifegen #SemST,1,abortion
If you believe in its power; then pray. #Nepal #Baltimore #ISIS #Kenya #GenderChange #Injustice #Slavery #Racism #MiddleEast,0,abortion
"#ThingsYouDontSayAsAPolitician: ""I'm personally opposed to #abortion, but...""  Abortion is WRONG. Period. youth #SemST",1,abortion
@user @user No guarantee she will be destroyed I trust God. #SemST,0,abortion
"I am a man, but I feel most qualified to make healthcare decisions for women.   #ThingsYouDontSayAsAPolitician #SemST",1,abortion
What about the equal rights of unborn humans in which about 1% could grow up to be LGBT? @user #LoveWins #SemST,1,abortion
On my bday I'm always so grateful to my bio parents who gave me up for #adoption #nochoiceisevereasy #SemST,1,abortion
The world is waking up to the fact that killing babies is wrong. No matter what. #ProLifeYouth #SemST,1,abortion
"Took God, discipline & tobacco out, made ^airtight & filled homes w/^CO2 cuz of energy & climate lies. Evil & energy use soared. #SemST",0,abortion
Part of our celebration will be dancing our butts off to a LGBTQIA pride inspired playlist. What songs should we add to our list? #SemST,0,abortion
RT @user When is abortion a responsible choice? When a woman chooses it to be #SemST,2,abortion
@user we may disagree but I love ya man I don't want hard feelings #SemST,0,abortion
Americans clearly support family planning. Cutting Title X is wrong #ProtectPrevention #savetitleX #SemST,2,abortion
"How can you be ""against abortion"" and also want to take away all the free birth control clinics for the poor? How? #SemST",2,abortion
@user of course we want the Feds to puff puff pass! #TeamBuck #warondrugs #SemST,0,abortion
@user @user @user @user           /gags Dat face. #SemST,1,abortion
The #right to #life should be the #first among #humanrights -Pope Francisyouthgen #SemST,1,abortion
Equal pay for equal work? YES. Freedom from the fear of rape and sexual objectification? YES. The 'right' to abort? NO.,1,abortion
The Supreme Court justices are on fire this week #LoveWins #SemST,0,abortion
"@user ""if u had been my wife I would have blow your head off."" Yep, that sound like #ElSalvador #SemST",0,abortion
"Manipulation, Disguise, & Evil is always seen by the out-come. The Ugly Doors of Satan appear in all forms when it's Fake Love. #SemST",0,abortion
Good reminder that over 57 million children have never been granted the opportunity to share the air we breath. #Equality #SemST,1,abortion
I refuse 2comply w/Bad laws. Just Because #SCOTUS forced laws on us does NOT make them right. They force bad laws on us: #SemST,0,abortion
"Just like abortion, even though SCOTUS says gay marriage is legal doesn't make it moral. #SCOTUSMarriage #FreedomOfReligion #SemST",1,abortion
Abortion does not prevent rape. Kittington #SemST,1,abortion
Of mothers advising their daughter's to abort are insane! It's unacceptable!! #Condoms #ItsNotOnItsNotSafe #SemST,1,abortion
People who want kids can b prochoice. U don't have to want an abortion to b prochoice. People who had a miscarriage can b prochoice #SemST,2,abortion
You can't kill someone cause you claim you made a mistake. If true nobody would go to jail for killing their spouse.,1,abortion
Praise to District Court Judge Larry Hendricks for blocking that ridiculous anti-abortion law in Kansas #SemST,2,abortion
"How can I continue to say ""God bless America"" when this country continues to approve and glorify things in opposition to Him? #SSM #SemST",1,abortion
@user just a reminder that you are awful in every way and do not represent me. #prolove #proeducation #prohealthcare #SemST,0,abortion
"Good morning Patriots, let us continue to Pray for this great Nation and the #UnBorn on this great day God has given us!! #ccot #SemST",1,abortion
Had a great meeting today with two guys who I know are reading this tweet... Welcome to the team! Excited to expand Team Sobhy!!  #SemST,0,abortion
"@user @user @user you Cora ignore that IRE export the 'problem',to UK @user #itwontgoaway #repealthe8th #SemST",0,abortion
It's a good day to be alive :) everyone deserves to have the choice to marry the person they love! #LoveWins #EqualityForAll #SemST,0,abortion
They know what's best for their safety. #SemST,2,abortion
"Why do you cry when a dog dies in a movie, but it doesn't seem to phase you that so many babies die because of abortion?  #SemST",1,abortion
Hadn't seen October Baby until the other night. Had me crying thru the whole thing...I don't cry at movies. So touching! #adoption #SemST,1,abortion
Off to the #clinic this morning. 2015 and we still have to chase away anti-choice nutters harassing our patients. #SemST,2,abortion
if it wasn't for harry all my favorite characters would still be alive #SemST,0,abortion
"Well now that marriage is out of the way we can focus on abolishing abortion, stoping the murders of unborn children #SemST",1,abortion
"It's not #yourbody, so it's not your #choice.youthgen #SemST",2,abortion
"Without #life, the right to liberty and the pursuit of happiness aren't possible. #ProLifeYouth #AllLivesMatter #SemST",1,abortion
#PeoplesDebate Juvenile hysterics from that woman. Killing babies is bodily autonomy? People dying of neglect but lets have #VinB #SemST,1,abortion
@user @user @user @user @user Hypocrisy: saying #LoveWins while supporting #QuitKillingGirls #SemST,0,abortion
"Thanks for gently spoken truth,  @user ! How DO we as a nation ""protect the innocent""? #TheFive #CCOT #DNC #RNC #SemST",1,abortion
"#Love does not delight in #evil, but #rejoices in the #truth ~1 Cor 3:6 #Loving requires always speaking truth #ProtestChildKilling #SemST",1,abortion
"One, we are pro life Two, a little bit louder Three, I still can't hear you  Four, more more moreYouth #SemST",1,abortion
It is not progressive to try to resolve problems by eliminating a human life. - #PopeFrancis,1,abortion
"you have to live with that murder I am speechless with rage , hurt and complete disgust.Finding it V.hard to hold my tongue here #SemST",1,abortion
"Sadly, most health insurance plans don't cover abortions, so the price can be quite high....",2,abortion
What is the difference between a baby and a onion? No one cries when you chop up the baby.   Hahahahaha! Love dead babies! #Babies #SemST,2,abortion
So unfortunate #thebriefcase @user Adoption isn't always the answer. #SemST,2,abortion
Great college training in Stevens Point today!gen #WRTLCollege #SemST,0,abortion
"FACT: 17% of today's population is equivalent to residents in New York, Florida, and Pennsylvania.  Where's the outrage for this?",0,abortion
RT @user ...anything that destroys God's gift of motherhood destroys His most precious gift to women #motherteresa #SemST,1,abortion
"@user I would like to see poll: How many abortion doctors have told a woman ""No, an abortion is not required in your case. #SemST",1,abortion
"@user @user actually noone said they dont consider it life, and an abortion is between a woman and her doctor #SemST",2,abortion
@user As a former fetus I oppose #ProlifeYouth #SemST,1,abortion
Some Bitches be scared to kill a little cockroach in their house but quick to kill a baby... #SemST,1,abortion
Roe v Wade prevented the biggest crime spree predicted in U.S. history. The guns were there; the criminals weren't. #gunsense #SemST,0,abortion
#ProLifeYouth if you are truly a feminist you would be fighting for the woman's life that is in the womb. #AllLivesMatter #SemST,1,abortion
"@user Oops she did it again Bristol is PREGNANT. Candies is a waste.  U paid her 400,000 for WHAT? PPL Send ur $ to #SemST",0,abortion
"I know what's best, for my health. You don't know anything about me.  #SemST",2,abortion
I think Marcus is slightly scared of my radical liberal side #feministally #SemST,0,abortion
@user @user @user I despair! I want grandchildren or are they a 'luxury item' #Catholic #SemST,1,abortion
"#SignsYoureInTheUSA Doc can pull baby 3/4 way out of the womb, stick a knife in its head 2 kill the child & @user says its OK #SemST",1,abortion
"@user 100,000 (estimated) ozzie abortions of vulnerable, unwanted ""unlife""  right there. Value & Respect life. #deathpenalty #SemST",1,abortion
"@user @user duh.... Planned pregnancy around election date, new fad. Get with the times. #SemST",0,abortion
"Call me an #extremist, but I think #dismembering babies is wrong.youthgen #SemST",1,abortion
@user don't need your input but thanks. #womanschoice #controlyourownbody #SemST,2,abortion
". . . abortion is not self-defense, shooting the rapist is Kittington #PJNET #TCOT #SemST",1,abortion
SCOTUS has caused more repression and racism in this nation that any other group of people in America. #DredScott #Marriage #SemST,0,abortion
@user Plenty of reasons for Christians not to support Hillary. Not the least of which in my mind is her stand (w/Dems) on,1,abortion
RT @user .@giannaberettamo @user @user Happy feast of St. Gianna Beretta Molla! May she pray for us! #SemST,0,abortion
"Also, abortion is wrong biblically and morally. Imagine never getting a chance to live your life. Think about where you are now. #SemST",1,abortion
"@user Complications come with all types of medical procedures, doesn't mean procedure itself should be banned. #DealWithIt #SemST",2,abortion
What doesn't reduce abortions: -Making it illegal  What does: -Sex education  -Caring about the pregnant person... #SemST,2,abortion
RT @user @user try joining the millions of slaughtered unborn CHILDREN robbed of their right to choose. #cdnpoli #SemST,1,abortion
"#ProLifeYouth have no chill, and we're dang proud of it. Human rights injustices should never be treated lightly. #prolifegen #SemST",1,abortion
#bristolpalin is more proof that #abstinence only education doesn't work. Affordable access to contraception #SemST,0,abortion
"Oh look!!! So not only are antichoice strongly against pregnant people's human rights, they're also homophobic. Shocker. (Not) #SemST",2,abortion
@user I don't think I have a right to use someone else's body without consent. Do you? #rapeculture #SemST,2,abortion
#BlackLivesMatter unless they are pre born black lives then they don't matter #AbortionIsMurder #LiberalLogic #SemST,1,abortion
People aren't 'pro-life' they're 'pro-birth'. When a mother can't provide what happens then? #SemST,2,abortion
"@user i don't follow the news, is there a new law that ALL gay people have to get married? I'm against that! #SemST",0,abortion
"@user The Gods #Law, the #Truth, is being #supressed! They thing they are eternal! #gaymarriage #LoveWins #SemST",0,abortion
@user Great job on @user #Scotus should have been eliminated 41 years ago when they called for the murder of children. #SemST,1,abortion
@user More #blacks killed by abortion than during #slavery #ConfederateFlag #SemST,1,abortion
"@user No, U want 2 limit the doctor's choice & force him/her to help w/ abortions. I want to protect life & human dignity. #SemST",1,abortion
"@user Bless Almighty God, Almighty Holy Spirit and the Messiah. #SemST",1,atheism
"Take away hatred from some people, and you have men without faith. ~Eric Hoffer #SemST",1,atheism
"I took my troubles to the Lord: I cried out to him, and he answered my prayer. Psalm 120:1 #signposts #powerofprayer #SemST",1,atheism
You can't think by yourself about life and believe in god. It just doesn't add up #SemST,2,atheism
RT @user Humanist love to everyone at #100AEUAssembly celebrating @user 100th Anniversary! Amazing! #ethicalcu... #SemST,0,atheism
"This is #America, so no you cannot make laws based on your #religion. #SemST",1,atheism
God is so good! All the praises go up to Him! #SemST,1,atheism
"You'd think, after 2,000 years, I would have found at least one person I'd want to tell some things to. But nope.   ~#God   #SemST",1,atheism
Daily time in God's Word yields lasting freedom. #assurance #SemST,1,atheism
"RT ""...That kind of modesty is too arrogant for me.""Christopher Hitchens 2/2"" #Funny #SemST",0,atheism
"It is folly to deny the religious impulse. Just consider Marxism's reliance on its prophet, holy book & promise of future heaven #SemST",1,atheism
Looks like I lost about ten followers yesterday. #lol #bye #LoveWins #SemST,0,atheism
"If you regularly base your thoughts on superstitions, you might not be able to think well.  #freethinker #SemST",2,atheism
"I will not lack favor for my life, for with favor the Lord will surround me as a shield -Ps. 5:12 #SemST",1,atheism
@user @user @user  I have a problem with everyone who is sensationalising news! Crazy how people have forgotten #SemST,1,atheism
"RT @user Lord, let me prosper like Abraham -Gen. 24:35 #SemST",1,atheism
"If you seek nothing but the will of #God, He will always put you in the right place at the right time. #SemST",1,atheism
"no matter what I face, at the end of the day, I know I will be okay, because I know the Maker of the day...         #HappyNote #SemST",1,atheism
"Can I tell you a secret? I know who God is and how much He loves us. I love Him, too and just told the world about Him. He is love! #SemST",1,atheism
"Just watched the #SCfeatured segment on the life of Manny Pacquiao.  If I wasn't on #TeamPacquiao already, I would be now. #respect #SemST",0,atheism
its gonna be worth it. its gonna work out. #SemST,0,atheism
My heart and prayers go out to the city of Baltimore. I can only hope for clarity and resolution for the people of that city. #SemST,1,atheism
"Dear believers, To prove the book you must NOT read from the book. Regards, an #SemST",2,atheism
@user an hour? You need to buy better weed @user #weed #SemST,0,atheism
Our cause is making definite marks. Never stop.   #Think #SemST,0,atheism
@user @user @user  ohh .so i think why r u seculr ... nice friend #SemST,1,atheism
I would rather stand with #God and be judged by the world than stand with the world and be judged by God. #Godsnotdead #Truth #SemST,1,atheism
"@user The same reasons people believe in the Bible, Koran, Talmud, etc. Ignorance. Lack of education. Poverty of intelligence. #SemST",1,atheism
God rejoices when we manifest a faith that holds Him to His Word. - Smith Wigglesworth Devotional #SemST,1,atheism
"For no one can lay any foundation other than the one that has been laid, that foundation is #Christ. #SemST",1,atheism
saw @user at the Essential Festival in Brighton too #khole #SemST,0,atheism
"1 Holy Mary Mother of God, pray for us sinners now and at the hour of our death. Amen. #rosary #TeamJesus #SemST",1,atheism
I am strong because I am wise and full of knowledge -Prov. 24:5 #SemST,1,atheism
"IDC what the bible says, constitution says you can take it and shove it right back where it came from .. We aren't a theocracy. #SemST",2,atheism
Blessed is he who comes in the name of the LORD. From the house of the LORD we bless you. Psalm 118:26 #SemST,1,atheism
"RT @user Lord, bless my latter end more than my beginning -Job 42:12 #SemST",1,atheism
"We're equal to men, and this makes us morally superior to them #fuckfeminism #EqualityForAll #SemST",0,atheism
"After all, is football a game or a religion? ~Howard Cosell #SemST",0,atheism
"I look around and find fear, I look up with my Father and find faith. #toGodbetheglory #SemST",1,atheism
"When it comes to scientific discoveries, the #religious call them bullshit until their texts already knew it. #SemST",2,atheism
Ali Al Amin #Lebanon Shia' it Leader: from 70s we rejected #Iran regime's conduct W #SemST,0,atheism
"I believe that too often religious people do good for the same reasons non-religious do, but they give undo credit to their faith. #SemST",1,atheism
Good morning. Praise the LORD; For His mercy endures FOREVER!!! #Repent #USA #JesusIsLord #Hallelujah #PraisetheLord #homosexuality #SemST,1,atheism
RT @user I will not allow the enemy to abort any plan of God for my life. #SemST,1,atheism
Kip laughing as shed my tears... BT we all know what's gonna hpn in d end #ChildOfGod #SemST,1,atheism
"Faith, perseverance and HardWork , is what separates Dreamers from Achievers! #GodFirst #actorslife #Dancer #LetsWork #Vision #Work #SemST",1,atheism
My bible study started Mercy Triumphs by @user tonight- have a feeling the next 7 weeks will be amazing. #brothers #believers #SemST,1,atheism
"Oh Jesus, We write songs to praise you.#Songwriters #wewrite #Songs #Praiseyou #SemST",1,atheism
"No prayer is useless, wasted, or unheard! #powerofprayer #SemST",1,atheism
The enemy will not be threatened by your faith until you decide to live by it. #SemST,1,atheism
Fill your church with holy fascination for the man Christ Jesus. He is what we need. #worthy #onething #magnificent #obsession #SemST,1,atheism
You can look at others with envy or look to God and focus on what He's calling you to become. Dream Kingdom-sized dreams. #Focus #SemST,1,atheism
@user @user #Imagine no religion. There's no God. Loving one another unconditionally is what matters. WTG USA! #LoveWins #SemST,2,atheism
"@user Amber Rudd is a joke, trying too much to espouse #Thatcherism. #Greece #BAND AID, help our own, be a human being,  #SemST",0,atheism
RT @user Let the gates of my life and city be opened for the King of glory to come in -Ps. 24:7 #SemST,1,atheism
"@user says in #PK tht fasting in the name of God is a superstition, but he is fasting during Ramadan and is in Mecca. #SemST",1,atheism
It's Ask an Atheist Day! Have a question?   #askanatheist #SemST,2,atheism
"There is POWER in the name of JESUS! Jesus, may the people of north India call upon your name! #missions #SemST",1,atheism
"Give us this day our daily bread, and forgive us our sins as we forgive those who sin against us. #rosary #God #teamjesus #SemST",1,atheism
"Today you and I have no idea what we will be facing, but #God does and, in Christ, has already supplied everything we need. #SemST",1,atheism
@user and it's almost the end!!! #homeschool #curriculum #SemST,0,atheism
"You: yes, you. You are a beautiful mammal. The world is better with you around. #UniversalLoveAndAlsoTacos #SemST",0,atheism
I hope no one is hurt. #WhoIsBurningBlackChurches #EndRacism #LoveWins #SemST,1,atheism
I know why he has to do it. Given the audience and the events. But the God talk in President Obama's speech jars with me. A lot. #SemST,2,atheism
"When we spend time in God's presence, the burdens we carry are transferred from our shoulders to more capable ones--His. #SemST",1,atheism
"It's been a really, really bad week for bigots. #LGBT #Equality #Nondiscrimination #SemST",0,atheism
Hallelujah! You have overcome! You have overcome! Jesus has overcome the world! @user had 'Victor' in my heart all day!  #SemST,1,atheism
"@user if u discriminate based on ur religion, be ready to be discriminated against for having that religion. @user #SemST",2,atheism
Growing up watching David Attenborough is part of the reason I feel the way I do about our planet and my despising of religion. #SemST,2,atheism
"heavens and the earth were one connected entity, then We separated them And We havemade from water every living thing quran 21:30 #SemST",1,atheism
Bigoted much? Rt>@RockyMtsunshine no doubt you were there in your pink tights and matching feathers and saw the whole non-thing? #SemST,1,atheism
"6 Holy Mary Mother of God, pray for us sinners now and at the hour of our death. Amen. #rosary #teamjesus #God #SemST",1,atheism
RT @user A belief in a cruel god makes a cruel man. ~ Thomas Paine  #Christianity #Islam #SacrilegeSu... #SemST,2,atheism
"#Save your people, Lord, and bless those who are yours. Be their #shepherd, and take care of them forever. (Psalm 28:9 GNT) #SemST",1,atheism
"10 Holy Mary Mother of God, pray for us sinners now and at the hour of our death. Amen. #rosary #teamjesus #SemST",1,atheism
Weeping may endure for a night but JOY comes in the morning. You may be going through a midnight hour-but morning is coming! #God #SemST,1,atheism
"In other news, this week FoxNews lost half its viewers due to heart attacks. Well, at least they have Obamacare.    #UniteBIue #SemST",0,atheism
"St. Philomena, invincible champion of chastity, pray for us. #Catholic #SemST",1,atheism
You'd be blind not to see that this amazing moment in time is not being celebrated by religious zealots. #LoveWins #SemST,2,atheism
"'God ensures justice for orphans and widows and God loves the strangers, providing them with food and clothing.' Deut 10:18. #giving #SemST",1,atheism
"One day it'll all make sense, but for now just trust God and let Him lead you. #SemST",1,atheism
"Religion causes an arrested social development, which stopped having any sense centuries ago #SemST",2,atheism
@user When r u going to get some balls & stand up against the insanity of god worship. #FuckReligion #FuckJesus #SemST,2,atheism
'Pop may throw in the towel second half.. #SemST,0,atheism
Fruity Pebbles might just be the perfect breakfast today. :)  #LoveWins #LoveIsLove #SCOTUSMarriage #LoveNeverFails #Pride2015 #SemST,0,atheism
"If you look around you, there is much to be enraptured by. Be awake. #spirituality #SemST",1,atheism
Sometimes when things fall apart... that is the big opportunity to change- @user #consciousness #awareness #SemST,0,atheism
"It is not the time for posturing, pretending or pontificating, now is the time for #Baltimore #BaltimoreRiots #SemST",0,atheism
@user Old age has not made you any wiser or more mature. For shame! #SemST,0,atheism
One day...I'm gonna get this thing right with the right one #AlwaysOptimistic #SemST,0,atheism
RT @user There is nothing to worry about if you have trusted Jesus Christ alone as your Savior for your sins. #FriendOfSi... #SemST,1,atheism
"@user is proud to announce @user will be guest of honor at this year's Halloween party, and Hunger Task Force food drive. #SemST",0,atheism
Graveyards owned by the local authority are available to people of all religions or none. #SemST,0,atheism
"Jesus wants you to love those that persecute you, not bring them violence. Love them as He loves you. #theword #truth #Love #Peace #SemST",1,atheism
"This is eternal life, that they may know You, the only true God, and Jesus Christ whom You have sent. (John 17:3) #GOD #SemST",1,atheism
"Seek the whole, genuine truth. Listen to wisdom when He speaks. Catch His heart beat and abide as well as reside in Him.  #SemST",1,atheism
I receive Your lovingkindness every morning -Ps. 143:8 #SemST,1,atheism
"For every tree is known by his own fruit. For of thorns men do not gather figs, nor of a bramble bush gather they grapes. Luke 6:44 #SemST",1,atheism
"And stay in your houses and do not display yourselves like that of the times of ignorance."" [Quran 33:33].#islam #SemST",1,atheism
Greater is He who is in you than he who is in the world. - 1John 4:4 #god #bible #SemST,1,atheism
sagar wadekar on spirituality: Have you sensed the summons to your journey? #spirituality #SemST,1,atheism
You will never control yourself until you confront self as a problem.-Pastor Merritt #Christian #Church #SemST,1,atheism
Could all those who believe in a god please leave. The meeting will now continue for the grown ups only. #SemST,2,atheism
"I will not allow the accuser to accuse me, for I am washed and cleansed by the blood of the Lamb -Rev. 1:5; 7:14 #SemST",1,atheism
"It's not the donkey or the elephant, it's the Lamb! Only the Lamb that was slain and resurrected can save America. Behold the Lamb! #SemST",1,atheism
Evidence-based thought just works out better than superstition-based thought.   #freethinker #SemST,2,atheism
"A #kingdom has a particular #culture, a way of doing things (Ed Welch). #SemST",0,atheism
RT @user Ye are the light of the world. A city that is set on an hill cannot be hid. Matthew 5:14 #Shine #BeLight  #SemST,1,atheism
Yes Islam is the mother load of bad ideas!  Christianity is not far behind!  #athiest #SemST,2,atheism
"Even if your MIND denied #God, your SOUL will no #islam #SemST",1,atheism
Today is the day we finally join other free nations in celebrating equality for all. Long overdue. #LoveWins #SemST,0,atheism
Today makes me really happy because we are one step closer to full equality in America  #SemST,0,atheism
Imagine living a life where you don't get credit for everything you did well but got the blame for everything you did wrong. #SemST,0,atheism
DID YOU KNOW: The 2nd Amendment is in place 'cause politicians ignore the #CONSTITUTION. #PJNET #SOT #tcot #bcot #ccot #2ndAmendment #SemST,1,atheism
You cannot expect to walk in the supernatural without the one who is supernatural. #lethimin #Dontdoministryalone #waterwalker  #BOOM #SemST,1,atheism
@user I hope they begin to face reality. There's no God. Loving eo unconditionally is what matters. #WakeUpAmerica #Peace #SemST,1,atheism
Why criticise religions? If a path is not your own. Don't be pretentious. And get down from your throne. #peace #worldpeace #SemST,1,atheism
@user @user when some schools were served soya beans and milk in some of the schools instead of egg there was outrage #SemST,1,atheism
"Didn't do what I came out to do today, but God always has a plan #trust #GodisGood #SemST",1,atheism
"God is faithful, his gospel is powerful, and the Spirit is transforming. #church #Sunday #SemST",1,atheism
"Lk 6:37 KJV  Judge not, and ye shall not be judged: condemn not, and ye shall not be condemned... #SemST",1,atheism
"I am not a fool who dies in want of wisdom, but the words from my mouth feed many -Prov. 10:21 #SemST",1,atheism
"Verily, verily, I say unto you, The servant is not greater than his lord...  John 13:16 KJV   #LordOfLords  #KingOfKings #SemST",1,atheism
"Romans 15:1 We who are powerful need to be patient with the weakness of those who don't have power, and not please ourselves. CEB  #SemST",1,atheism
Celebrity atheism is beginning to irk me #initforthemoney #SemST,1,atheism
"#Ibrahim Orders Not to Play #Suprabatha Loud #KukkeSubramanya Temple, how come he has not ordered any mosques keep thr rant Quite!! #SemST",0,atheism
"The best of you are those who best treat their women. And I am the best of people to my women."" Prophet Mohammad (PBUH #islam #SemST",1,atheism
"I think Jesus said it best when He said, ""Don't cum in me Peter.""   #bible #SemST",2,atheism
Nothing lies beyond the reach of prayer except that which lies outside the will of #God. ~Unknown #Quote #TeamJesus #SemST,1,atheism
dear lord thank u for all of ur blessings forgive my sins lord give me strength and energy for this busy day ahead #blessed #hope #SemST,1,atheism
It will never get old to hear when Christians lead others to ultimate love & hope! #disciples #share #gospel #JesusChangesEverything #SemST,1,atheism
'I'm looking for a seed who would stand for identity forever'- Hachhethu #federalism #identity #SemST,0,atheism
Just listened to the most inspirational speech from Bonya Ahmed. #BHSVoltaire #intellectualthursday #FightThePower #SemST,0,atheism
"Tomorrow is promised to no one, so cherish the people #God has placed in your life today! #SemST",1,atheism
"@user @user @user Thomas Jefferson & George Washington did not believe in an afterlife, Thomas Paine was atheist #SemST",2,atheism
Both gods and religion where made up by some folks in antiquity to help explain things.  #freethinker #SemST,2,atheism
"9 Holy Mary Mother of God, pray for us sinners now and at the hour of our death. Amen. #rosary #teamjesus #God #SemST",1,atheism
I just fucked what could have been George Michael circa 1989. #flashbackfuck #SemST,0,atheism
"Every time I arrive at my home, I'm n constant awe of how much my God loves me .My family is better than urs. I LOVE MY LIFE #Blessed #SemST",1,atheism
"#4thJuly 1776 saw independence from the oppression of England. On #July4th 2015, free yourself from the oppression of #religion! #SemST",1,atheism
"#U2ieTour Wish the lads would've matured past Christianity, like I did. But I got a science education. They didn't. SoTheyR stuck. #SemST",2,atheism
"Don't be fooled, the prayers of the wicked are useless. #User #SemST",1,atheism
"Small steps eradicating bigotry: remove confederate flags, healthcare for all, legalize gay marriage.  #SemST",0,atheism
@user Read Article 11 of the Tripoli Treaty in which Pres. John Adams makes clear America is NOT a Christian nation #SemST,2,atheism
Have you sensed the summons to your journey? #spirituality #SemST,1,atheism
You have to believe that #God is in control. That means there is no need to be stressed out and worried. #SemST,1,atheism
But I am like a green olive tree in the house of God; I will trust in the mercy of God forever and ever -Ps. 52:8 #SemST,1,atheism
"On balance, religion does more harm than good.   #freethinker #SemST",2,atheism
@user @user I'd rather go to hell then worship some Image created by whites... #SemST,2,atheism
"RT @user Faithfulness actually means 'full of faith'. Beyond service and commitment, your heart shld be full of faith. #RWAtl #SemST",1,atheism
How to be a Happy CAMPER? Competency Autonomy Mastery Purpose Engagement Relationships create well being/meaning #100AEUAssembly #SemST,0,atheism
"Wow, unsubstantiated claims about spooks. Remember whe I said there were gullible people? @user #SemST",0,atheism
.@TonyMiano  @user  You scam people out of their money selling words of fear  and now claim to have none. Interesting. #SemST,0,atheism
"We are what we are. Nothing more, nothing less. #spirituality #SemST",1,atheism
@user The establishment clause sets our country apart and prevents the radical religious zealots from taking charge.  Respect it #SemST,2,atheism
#India urges its wealthy temples to bolster the economy with #gold #worldnews #economics #commodities #SemST,0,atheism
All these bible studies I've been a part of at UNT makes me  kinda wanna to go to seminary school. #UNT #meangreen #Gospel #SemST,1,atheism
The sexiest thing you can carry right now is a BIBLE  #accessory #Christian #SemST,1,atheism
so dumb that politicians in the U.S. are obligated to sprinkle in religious language when talking to constituents  #SemST,2,atheism
"Jesus Christ is the same yesterday, today & forever! He is the only constant! He's never failed anybody. #faithful #Friend #Father  #SemST",1,atheism
I Appreciate almighty God for waking me up diz beautiful day + giving me brilliant ideas to grow my #Hustle #SemST,1,atheism
@user it is. faith means believing in something without evidence and with that you can justify anything. #scary #SemST,2,atheism
"Humble yourselves therefore under the mighty hand of #God, that he may exalt you in due time.  (1 Peter 5:6 KJV) #HolyBible #SemST",1,atheism
One don't have to kill the old ones for a newly born !   #Life #Humanity #SemST,0,atheism
Religion is the recognition of all our duties as divine commands. ~Immanuel Kant #SemST,1,atheism
For the #oppression of the #poor for the sighing of the #needy now will I arise. #Psalms 12:5 #Bible #God #SemST,1,atheism
"RT @user ""Faith activates God - Fear activates the Enemy."" ~ Joel Osteen #quotes #SemST",1,atheism
@user I can see why it's deleted lol #LoveWins #reasonoverreligion #SemST,2,atheism
RT @user Pray as though everything depended on God. Work as though everything depended on you. #Love #Grace #SemST,1,atheism
True education and a free mind is the best weapon against any obstacle. #SAHD  #freethinkers  #homeschooling  #SemST,2,atheism
Be Amazed.....a real unicorns among us #narwhals #SemST,1,atheism
