text,label
@user @user If I die from him again i might say fuck him and his armor and leave it there in his crypt and never go back lol,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Awh thanks babe. I’m just really upset that depression is taking over everyone I know and love. And people I admire. RIP Mac miller 💔 I don’t want anyone to ever think that they are alone in their fight!,0
@user @user @user @user both of you are going to have to take several seats when it comes to Kyle 😻,0
@user @user @user It just seems like this is another way of the liberals to change history.,0
@user @user Without question Professor Ford is troubled that's being polite. Half the women in the world (probably more) have been groped at one time or an other  and don't hold on to it for 40 years. This is obviously a political ploy to deter scotus confirmation. @user #MAGA,1
@user The same is with Union Teachers. That is why Our Children Learn Zero and are Brain Washed by Liberals. Vote to STOP IT NOW.,0
Antifa Caught Off Guard After Getting Confronted By The Last Person They Ever Wanted To Answer Too,0
@user You not in GITMO yet? You do know you will face Jesus face to face don't you? Hope you repent before then because the wide gate and broad way you are on leads to destruction and it will be for eternity! Right now you are not looking so good!,0
@user and @user states that she went to save herself from online abuse. If she wants to live in peace then why she is not taking case back and asking relatives to attend hearing.  Contradictory statements and action.,0
@user Not surprising. That I*n C*nnor nigga was on the payroll,1
@user Sam’s act is working. I swear she is acting!,0
@user I find them super cool @user I find myself pasting screen caps of them in my Discord. I hope for more in the future as it makes the game more interactive in the sense that my character feels more involved in what is going on around him. More please!,0
@user I can see a case for it based on the evidence of how appalling badly the Conservatives have gone about Brexit and now that we have a clear idea of what leaving means.,0
1. Killshot 2. Gun control 3. Rap devil,0
@user @user He is doing a better job than I could do #18n18,0
@user Let me guess they are a victim of circumstances. But heaven forbid if they got shot for robbing the place all you moron liberals would be screaming gun control. How about kid control or upbringing control of self control.,1
@user CBS sez CEO Leslie Moonves' out on his ass after several allegations he was chasing ass... COO Joseph Iannello will be interim CEO until somebody accuses him of the same thing... This 'shit' never ends... Ooops...,1
@user Does anyone remember when U2 just made music?,0
@user @user Liberals don’t care who they destroy and leave in their wake!,0
@user Cuts to policing over the last 10 years under the Conservatives which the police warned would be detrimental is an important factor. A lack of youth centres and play schemes is another factor.,0
@user @user Nobody voices opinions in this country louder than conservatives so idk what the fuck he's on about,1
"#GunControlNow is running a hit piece on the CMP.  The CMP teaches gun safety to young people, promotes responsible gun ownership, and doesn't sell any of the so-called assault weapons"""" banners are targeting.  Are we clear on what gun control is?",0
@user What’s the difference between #Kavanaugh and @user   One of these men admitted to groping a 15 year old girl years ago.  The other is going to be #confirmed to the SCJ   #DemsareFrauds #DemsAreDone   #WalkAwayDemocrats2018 #redwave #VoteRedSaveAmerica #trumptrain #MAGA,0
@user can you pls get rid of holly he is so uneducated of sports. Wheb you have sportscasters who have been throgh the sport and are professional in their presentation he looks like a joke,1
@user You're part of the problem! No more Regressive Liberals. #DrainTheSwamp,0
@user @user Which some fantasy gun ban you’re rolling over in your mind would prevent?    Gun Control Is Evil Misspelled,1
8/ . Liberals Just Pull Kavanaugh....the next guy will be fine  Me: You Democrats are so obvious. You are gonna smear everybody and call them a rapist.,0
@user He is painter👍😍😍😍😎😎😎👌,0
@user @user Because he is a traitor,1
@user @user they couldn't elect her the first time '08 yet we were supposed to pick up their leftovers in '16,0
"@user @user @user She's  no poor thing"""". She's an antifa protester with many ties to the DNC.   She's a Trump hater. Donated to HRC.  She didn't just """"appear"""" out of the blue.  Cracks me up how naive people are.  Toughen up America! These are lying leftists intent on destroying our democracy!""""",0
@user Orin Hatch was born in 1934. He is 84 years old. He is completely out of touch and will not be around to see or to be accountable for his actions. This is why we need term limits!,0
@user She is not at all bothered by this invasion of her space.,0
"@user Trump called Trudeau very dishonest and weak"""" and the Conservatives cheer. Conservatives in Canada are Trump supporters. They will accept any crumbs that fall off Trumps table.""""",1
@user An ugly old man trying to make himself relevant again with more lies  Remember him saying he had a deathbed confession from CIA director casey? Never happened according to the bodyguards in that room shouldn't that be enough to question this morons credibility,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user But that interferes with antifa’s goals!  Because they want to be feared?,0
New York Times Admits Experts Were Wrong About Trump&#8217;s Iran Policy. America Is Winning. Chaulk this one up a deep mark of success scrathed in the wall of successes. MAGA @user,0
@user @user Aweeee happy bday e-panda ♥️♥️ you are an amazing drummer (maybe better than B ;);)) have a great one :)))),0
@user He’s a cocky SOB who needs to be brought down to his knees,1
@user Cam always finds a way to get the job done. Whether he throws for 130 yards or 330 yards. That’s why he’s as good as he is and that’s why he’s a  franchise QB. He’s made chicken salad out of chicken poop on numerous occasions,0
@user @user You are Incredible,0
@user you are a racist fake site of fake profiles with fake pictures of scammers who block you. also you delete accounts for no reason and block emails for customer service. same fake people on by the hour. all date sites are fake who create the profiles themselves.,1
#fakenews #lyingnews @user Liberals are losing their optimism. Soon they'll have to give up their welfare checks and food stamps and get a job. Conservatives are enjoying an optimism we haven't had in 30 years.,0
@user You are apiece of shit! WHY WOULD YOU KILL THAT ANIMAL? How is your mother?,1
@user @user How many liberals will believe Hillary's explanation?  She was the one who worked with Russia on Uranium One plus other questionable activities that should be investigated.,0
@user She is full of BS. All she is fighting for is another million dollar payday.,0
@user here we go this is where the nats blow a lead now or the 8th inning have you not learned and strasburgh is not what everyone thinks he is inconsistent,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user 🙄 Are you really serious?! Comparing some of the most prestigious positions in the nation with being a slave? You just keep proving your ignorance & inability for logical thought! #MAGA,1
@user @user Liberals defend Islam yet know little to nothing about the ideology. As a middle eastern Christian I pay close attention to what the Muslim people are up to.,0
@user you are a DISGRACE,1
"@user HAHAHAHAHAHAHAHA!!! She may need to change her strategy. Acting like a spoiled child... throwing a tantrum and showing the world what a sore loser she is... on national television... isn't a great way to improve how anyone"""" is viewed.""""",1
@user @user He should have started since game 1. But don't worry once he gets the start it will change the faith for the Browns. He is a winner!!! Nothing against current starter. But he is just a back up in the NFL.,0
HYSTERICAL! #MAGA #KAG #VoteRed #WalkAway,0
@user Look in the mirror lefties!  No bigger bullies than antifa and progressive leftist trying to “get in the faces” of the right,1
@user Henny... Why do you outside. Where u and ya pussy ass sister at. We just wanna talk,1
Rosenstein’s 300 Attorneys ‘Helped’ Vet Kavanaugh – Now Sexual Abuse Charges which go back to his highschool days  and can't be proven & Named witness DENIES  #Pathetic #ConfirmKavanaugh #PJNET #CCOT #maga #KAG2018 #Trump2020 #NoMoreProgressiveLiberals,1
@user @user @user No just imagining if we found a picture of Bret holding a woman like this. Liberals will go insane,1
@user Djt & Gop- MAGA. Only for old scared white men again. Making women property again.,1
...and what plan might that be?  The discredited Chequers Plan or crash out without a plan?,0
@user @user Lol.... your going to jail,1
@user Another Pile of B/S By the Former A-G !,0
@user I say grab him. What a difference maker. He is a home run hitter to compliment smoke. Means we release Grant and Snead has to take over. Don’t know the whole story why Browns would release him. But he is a legit number one WR,1
@user @user I read wages of rebellion- which had some beautiful moments - but some of it made me suspicious and this article confirmed some of them.,0
@user @user These people are special. Lol,0
@user @user Our  USA WW2 soldiers were all Antifa anti-fascists too. They killed them.,0
"@user @user Maybe I'm wrong, but didn't you take an oath to preserve and uphold the constitution?   Take your people control (it's not gun control) and gtfo with your crazy.   Steve Willeford says hi"""". Don't know the name? Perhaps Google it and realize how stupid you are.""""",1
*She is currently helping a customer out on a potion to help with mane loss.* (@USER,0
He’s Back !!  James O’Keefe’s ‘Project Veritas’ Exposes The DEEP STATE In A New Series Of Videos  He Exposes A State Dept Employee Organizing For The ‘Democrat Socialist Of America’ While At Work And Your Tax Dollars Pay Him  #TuesdayTips #MAGA #KAG,0
"@user @user @user @user This is as bad as those right wing nutjobs that scream Now is not the time!!"""" to talk about things like gun control when a school gets shot up  This is EXACTLY the time, when people are paying attention, when someone has just lost their life to something horrible & preventable""""",1
@user Gupta. You are a dreamer. 7 years cannot be compared to a telephone call that lasted for 35 minutes. I didnt want you to testify in the State Capture inquiry. You are moving according to our plan now. Remember 7 years of planning and calculating all the dots.,0
@user @user Apparently they didn't learn from gun control.,0
@user Everyone will be dead by 2020,0
@user Correction: Antifa - PEACEFUL Protesters,0
@user @user I suggest using the 2nd to remove him.,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user so you are saying the authors of these articles are not representative of the message of most liberals?,0
@user @user @user No it's because he is Democrat about to be Antifa Socialist just like you.,0
@user As you typed “you think everyone is like you?” And read it. It means the question is referring to the reader. And at the case you are the reader. 🇳🇬 effect,1
.@USER says she’s a Republican in the mold of Lincoln and Reagan. Supports gun control.,0
#MOGG: #JacobReesMogg calls for @user to #ChuckChequers now.   'Chequers pleases nobody other than the #PrimeMinister herself.'  #BBC #SKY #LBC @user @user @user @user @user @user @user @user #Tory #Tories,1
@user you are too 😘😘😘,0
@user Liberals are dangerous. They'll say and do anything to push their agenda. The victims are judge Kavanaugh's wife and daughters.,0
@user The NRA is now intimidated by a British cartoon. They should stay out of European animation ethics unless they want all of Europe weighing in on gun control.,0
@user Liberals still support this joker?  Everyone smart is obviously a conservative.,0
@user never trusted his ass,0
@user Dude...what happened to you? #messedup,0
@user You are so hot that every man in the Twitter universe and beyond makes this not so thinly veiled attempts at flirting with you. You have almost 1700 followers in 6 months. You are extremely popular.  What's that like?,0
@user You @user speak the Truth about => #Louis Farrakhan <= ... he is a raging anti-Semite & racist.,1
@user The Conservatives cut the budget for social housing by more than the £2bn as part of their austerity measures. This new announcement is pure spin and it simply plays on the failure of collective memory,0
@user This stupid game you're playing is NOT going to work and Kavanaugh WILL BE CONFIRMED!  #ConfirmKavanaughNow #MAGA #TRUMPSTRONG #AMERICAFIRST #DRAINTHESWAMP #VOTEREPUBLICAN #TRUMPSTRONG #WINNING 🇺🇸🇺🇸🇺🇸,1
@user I do i do buh if u really know me you would know Khabib is my guyyyy. He is gonna make him humble,0
@user Why do liberals always say they're moving to Canada if they don't get what they want?  They never seem to offer to move to Venezuela or Greece or other failed liberal countries.,0
@user @user @user @user @user CANNOT CONTAIN HIMSELF That is why HE IS UNWELCOME AT A SCHOOL without an escort (and a hall pass).  He is WELL BEHIND HIS OPPONENT in his re-election campaign. @user can't work well or play well with others.  IT'S TIME FOR A CHANGE!  @user  DISTRICT D,1
@user @user Forget Montel! Those who speak so speak from their own delusional disgusting truth! He is not worth it!  Trash pick up coming!,1
@user @user Liberals were holding that info in case President Trump declassified the Fisa documents. They are fighting fire with fire!,0
@user @user @user @user Actually per the rules it doesn’t matter if she even saw the coaches attempts to coach her - she is to receive a warning based on the coaches actions.  It would have stopped at just a warning but as you saw she couldn’t let it go.,0
@user Law enforcement gets to carry around semi-automatic guns and make judgment calls about who lives and who dies based solely on race and appearance.  Gun control arguments NEVER EVER take into account police brutality.,0
@user @user Rotten character or what we call in Spanish mal character,1
@user And yet “he is”. Better than anyone before him🤢,0
. @user tells us she is an unserious attention seeker   #iphone @user @user @user,1
@user You know that the conservatives are worried when they try to show some heart.,0
@user @user What dos this have to do with the NRA? California has lot and lots of worthless gun control laws already. Gun control does NOT work because crazy people don’t obey the law.,1
@user Baby Brennan boo who I don’t have a security clearance.  Get lost Brennan,0
@user dont know who you are so imma just,0
.@USER & @user student loan refinancing plan would give every single student loan borrower a tax break & let hundreds of thousands of borrowers have immediate lower interests rates at 0 net cost to taxpayers.   @user has 8 years. He did nothing. He is a liar.,1
@user @user @user @user @user @user That’s the most nonsense I’ve seen in one tweet ever!!,0
"@user @user That isn't at all plausible. Tories and Labour have access to that building. More Tories have a problem with her than Labour and there are more Tories. It could have been a leftist"""" but there are more Tory suspects. You are pretty abusive for someone arguing the left are abusive""""",1
@user It is true. The Sullivan Act innNew Yourk was enacted SPECIFICALLY to disarm ethnic minorities. They fkat out said that was the purpose when it was enacted. Gun control in New York City is based on that law to this very day. Gun control doesn’t disarm the privileged. Not at all.,0
@user @user @user @user @user @user @user The vast majority of counterprotestors were normal Cville residents. There were a few antifa and a few BLM people. All violence was instigated initially by the white supremacists. Antifa protected clergy members and black residents.,0
@user @user @user I like carol she is funny 😂😂,0
Are WE anywhere in this? Am I REALLY just asking @user @user (I see #SlimShady EVERYWHERE in this lol) #TheGreatAwakening #Qanon #MAGA - Time to ALL wake up to OURSELVES! #TheStorm #WWG1WGA #JesusIsBack #GodIsGreat @user,0
@user the owner of my culo,1
Thank you for standing for DECENCY.  The liberal left is up to its same OLD tactics.  LIES at 11th hour from LEFTY Liberal haters.  This story stinks from outside in @user #MAGA #tcot @user @user @user @user @user @user @user,1
@user Congrats Naomi! U deserved to win. U showed true sportsmanship during Serena’s meltdown. I would like to apologize for her behavior. What an embarrassment for the US. She should have been ejected for arguing with the side chair. She thinks she is superior but she’s not.,1
@user Good riddance!,0
"America..!!  #WalkAway Get out and VOTE or live in POVERTY and SERVITUDE...!!"""" #MAGA  #WWG1WGA",1
@user It is always same-trash Trump & conservatives.  I have stopped watching American TV & going to movies.  I have discovered wonderful foreign television shows albeit many subtitled that are now my favorites & there is always good old-fashioned reading & music & creative endeavors.,1
@user I’m just seeing this,0
@user @user @user Oh yeah so I'm sure you'll wait a certain amount of time before talking about gun control right? I'm sure you're saying the same thing to all the people using the dead to push laws that do nothing right?,1
@user boy you sleeeeeeepppp 😭😭 ass be ret on Pansy or Bailey tonight 😂😂😌,0
@user Because the NYT as it has always been (see Church Committee & Legacy of Ashes) infiltrated with Deep State actors....The extent to which the Deep State will go (see DOJ/FBI criminality),0
"@user @user @user Arms"""" WERE/ARE TO BE REGULATED BY LAW—those regulations aimed at near-universal armament/training with contemporary military grade design """"Arms"""" personally owned/possessed & kept in the HOME—by """"the people"""" #2A that is CONSTITUTIONAL """"gun control"""".""""",0
@user @user Or like blm and liberals over the past couple of years,0
@user The people of PR tried telling us this last year but you were too busy bashing trump with mayor Cruz.   To you people 3000 peoples lives were worth it to try to make Trump look bad.  You are all a disgrace!,1
@user he is already on betfair exchange but not on sportbooks.,0
@user @user Which is also posturing nonsense. If they want to oust her they'd forward the requisite letters to their part whip and she would be facing a leadership challenge. Her 'challengers' are as gutless and witless as she is.,1
@user I know what that storm is gonna do...but those photos are just the shit bro.,1
@user @user @user One day you are gonna be an expert mate 😻👍😹,0
".@USER The referendum wasn't about whether GDP goes up by 1% or down by 1%, it was about leaving political union and becoming an independent country! That is the issue that neither the Conservatives nor the Labour party wishes to address.""""",0
@user @user @user @user @user @user Keep lying bud no one is listening,0
@user She is gorgeous,0
@user More press should talk about this remarkable 20yr old she is the future,0
@user Shouldve played saint marie instead of london docks. Saint was ass for me 👌,0
"@user @user She knows something the liberals don't want to talk about. She said Canada was at risk"""" three times in the House of Commons before she crossed the aisle. Coming from someone of her background, I'd be inclineed to take the warning seriously. Call me old fashioned.""""",0
@user @user I agree with you Catherine. Gun control Laws is the main solution of this problem. #102/23879,0
@user She is your sister!lol,0
@user But he is right..the deaths caused by the hurricane was vastly overrated. I googled it.,0
@user @user @user Why because she is female or because of your dislike of conservatives?,0
@user @user She is the gift 🎁 that keeps on giving!  We conservatives just love her !,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user not what the conclusions says in the paper. do you know what experiments they did? you are just like an creationist that blindly believe what the news says. You are like an catholic that beliees every word of the pope.,0
@user @user I heard Bert and Ernie are merely allies and active in Antifa. Friendship is a luxury of the oppressor.,0
@user According the gore hurricane hazel in 1955 was Trumps fault and all the typhoons cyclones and hurricanes are all Trumps fault   And Trump colluded   with God to defeat Hillary.   All true!,1
@user THAT'S NOTHING NEW SHE WAS GOING TO VOTE NO ANYWAY.....WE WILL VOTE NO TO LIBERALS IN NOVEMBER....,0
@user @user Easy big fella!!  You would do the baseball if it was the bravos!!! Lol,0
"@user Hasn't this flake left yet?  How dare these people hang a man without evidence and at the word of a loon with repressed memory."""" Sue her and I bet she shuts up fast.""""",1
"1/So earlier you said, Unfazed and determined,"""" you are going to confirm, Judge Kavanaugh. Presumably on behalf of, Chairman Grassley. Now you say it's the liberals fault. How do you work that out? Basically you said serious accusations of potential assault, not to mention lying",0
@user @user @user He tried this before and it went nowhere. He's 100% pro gun control. Done.,0
@user The liberals are the ones arguing to take away our rights,0
@user @user @user @user @user @user @user @user @user @user @user  Sorry my love I know you will be disappointed maybe I'll stand in my next life time ❤,0
@user Just one more proof that the dnc hates the cosnstitution. this is exactly what pres. Washington warned us of in his farwell address. the dnc hates the constitution because it stands in the way of their totalitarain agenda. maybe that i why they push both socialism and gun control,1
4.) Most Disliked Oc- Amai  vs Most Liked Oc- Kira Amai is pretty much a freaking bad daughter. She killed her mum and little brother just to run off with some man.  Kira is a pretty sweet gal who loves her father very much and just loves to be loved! She is also a determined gal,1
@user I agree 100% & then some! Please go to work @user ! That's 49 Senators who need to please take a stand against the Obstructionist Liberals! Quit allowing them to make you look inept! Lead or Resign! @user,0
@user You are bringing up honor and decency? With that yoyo in the picture? That's rich.,0
When under siege over a BS stand... double down. #CultLogic #MAGA,0
@user Who CARES??? She broke into HIS home and shot him. She is the one. That needs to be held fully accountable for her actions.,0
@user OMG another bigot showing he is basically gutless - sounds much like Donald 😂,1
@user @user well done so many people will benefit from medical research hope it all works out matt #maga,0
@user @user @user Now u r making political issue. She died this is it. Many peoples r dying daily because of them. Why She is So Special ? Encashing her death for sympathy of Corrupt what r u doing Waseem Bhai ?,0
@user Some antifa types might even show: sort of like a mini-G8 donybrooke then?😎,0
@user Good. We can only hope. Keep talking.,0
@user The Liberals opposing liberalism? 🤷‍♀️,0
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user They get testy and decide you're a paid shill"""" a lot, if you end up hanging around QAnon you'll get used to it.""""",1
@user As if we didn't already have enough reasons to not watch...,0
INTERRUPTING HIS HEARING AT EVERY TURN! BUT THATS OK HE IS A MAN AND CAN TAKE IT! AT LEAST HE WILL REMEMBER WHO WHAT WHEN AND WHERE HE WAS! AFTER THIS KAVANAUGH WILL HAVE DEFINITELY EARNED HIS STRIPES TO SCOTUS!  MAGA!,1
@user @user @user @user @user @user @user But do you speak up?  Trump and his family have become a punching bag for the left.  And this is the best we have done in a very long time.  I left the party after ANTIFA jumped in ...also they almost elected Hillary.  Hillary!! 😳,0
@user //Anime is a gag series. The manga is bloody as fuck.,1
@user Hollywood drone!,0
@user @user Nothing was stolen. Crybaby liberals didn’t get what they wanted so they’ve been throwing temper tantrums for 2 years.,1
"@user Joe - ANTIFA are not bullies. They are fighters fighting for democracy""""""""",0
@user @user @user Thanks for the resistance boycott any means nessasary losers they Hollywood MSM Rinos Google Facebook and Twitter China Jack Black haters ANTIFA are ruining our country enough we need a wall,0
@user @user Oh @user The Dem candidates do have clearly stated policy proposals. One involves rational gun control. When elected they won’t vacillate like Trump. You and @user are done deceiving America.,1
@user Well that's because Roy Moore was no longer an issue for the Dems or the so called Women's Rights Liberals.,0
@user @user @user I remember when conservatives slagged off the Labour Party as 'undemocratic' for allowing unons such a big say in Labour policies.,0
"@user please be aware that the following person who has confirmed attending fordfestND is the guest list ,  is Canada's top antifa anarchist and intends to disrupt event . His name is Alex hundert",0
@user and yet Congress took away  ALL GUN CONTROL LAWS when they took away Article 4 sec 4 US CONSTITUTION from the PEOPLE     thank you Congress,0
@user And she knows because the witch was there?  Another fake/lie about the President...If you hate America leave ASAP!!!!,0
@user @user @user @user Bridget that's another Crazy One! Absolutely correct! She is a Mess! and what she did to our President with the Head in her hand!  She should have gone to Jail for that! She is a MONSTER!,1
@user @user @user @user She is getting death threats.,0
@user And you can see how close he is to tears. I know how hard it is to lose an old friend. They're irreplaceable.,0
@user @user Don't really need to try and out virtue signal the liberals. Not wasting taxpayer dollars on foriegn invaders is enough of an argument.,0
#Conservatives left #frustrated as #Congress passes big spending bills...  #tcot,0
@user republicans /conservatives are the most disgusting people,1
@user I already knew that ! LMAO 😂 SO stay with us deplorable bigots!! We’re getting ready to fight for our COUNTRY! #WWG1WGA,1
"@user Those are old photos and in no way represent antifa"""". It's a small group of delusional people who call themselves Antideutsch (""""Anti-German"""") who have tried to co-opt the anti-fascist movement and claim that anyone who is not anti-German and pro-Israel is antisemitic and racist.""""",0
@user I don’t think jack knows too many conservatives. I’ve never met one that didn’t want to lecture me on how everything should be “run like a business” and we should all just work harder and follow the rules.,0
@user @user @user @user He is great! Awesome songs... I love walk on by and what it is best!,0
@user @user I believe ALL of this stuff is to bring in Gun Control. Gun Control = Disarming America.,0
@user I understand Annie she is stuck in between ! I understand her !,0
@user Both sides have promised wall SINCE ever y should ANYONE BELIEVE ANYTHING THEY SAY????? ?promised since 1986,1
@user @user Please could the author of this brill  article  do something to rescue us and brexit from this remainiac of a Pm who will enslave us forever under unelected commsion federal fanatics  Plus the conservatives can say farewell to gov for at least  5 yrs. who could trust the tories ?,0
@user @user Now Comes The Pain...............  #MAGA🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  #WWG1WGA,1
@user there is no way he is 25 35 maybe not 25,0
@user @user He’s a bitter Barn Inbred.,1
@user she is and tea is she used to be in the program oop,0
@user How dare you tell me what Antifa is doing is right. They are not fighting facism they are fighting for their own stupid cause. They are further from fixing facism than the republicans themselves,1
@user @user @user @user @user He is a malignant narcissist.,1
@user @user It's almost comical at this point,0
@user WHAT I SAY ABOUT BEING A LITTLE PUSSY AND SAYING SHIT BEHIND PEOPLE'S BACK,1
#brexit How can @user make a deal with the EU when the @user is split in 2. But even @user is not 100 % brexit or #remain.,0
5.10am Still a crowd at Queens Park protesting the conservatives middle of the night power grab. Shame on the conservatives! What kind of party creates chaos during an election? Rather than working with their citizens to create a healthy economy? @user #ONpoli,1
".@USER spoke about a migrant found to be a member of #Islamic State, telling @user viewers We don't want her here"""" as he makes his case for swift deportation of convicted terrorists #auspol #saparli #adelaide #abetterway",0
@user Tom was bought! He is more interested in Tom than his constituents,0
@user @user @user Actually my ancestors were here long before anyone got here even your French ass! Native Americans were here first. So get your facts straight! So if you wanna throw punches make sure you know who and where you are throwing them first.,1
@user Beto advocates gun control which would leave is defenseless to this.,1
@user Thank you greatest president of all time  MAGA,0
@user Excommunicate the guy. That’ll teach ‘Em.,1
@user Beto I would love it if you could become a Texas senator. You need to support the 2nd amendment to get elected. Once you’re in you effect change. You have my vote but I am not worried at all about losing my gun ownership. The gun control argument is Teds best fight,0
@user @user is culturally appropiated a Latino nick name.  #latinosfortrump!,0
@user You are INNOCENT until proven otherwise! I would say most definitely SHE needs to PROVE her story is true,0
@user @user Forgotten? His reboot on Fox starts in less than 2 weeks. Guess you are out of the loop watching fake news all the time. #WalkAway,0
@user @user @user Rabid nationalists who've been misled into thinking it's the liberals who are globalists.,0
@user @user I mean gun control so you can't defend yourself,0
@user I think Jack is busy right now pushing the feds for their share of the $100-million museum project. Waiting for Liberals to suggest only they can deliver federal dollars.,0
@user Eric Holder was the perfect Att Gen for the OBama administration. Not an ounce of human decency in his bones.,0
.@USER “I believe that our best days are ahead of us.”  currently the @user are the RMS Titanic and the #ChequersPlan is a big feckin' iceberg! ...  🤨 ...,0
@user An obvious last minute liberal ploy to delay confirmation. More dirty tricks since the liberals lost the previous election.,0
@user Me too.  I’m glad he is back,0
@user @user It's also time for us conservatives to forget about her and ignore her.,0
(((Conservatives))) are enemies of whites!,1
.@USER talks books + she is giving away a copy of her new book @user #writerwednesday,0
@user What about ANTIFA? No one would have died if ANTIFA hadn’t showed up without a permit,0
@user I do love you but don't give him an excuse..he isn't mentally ill he is a dangerous idiot!!!!,1
"@user @user that's always been the critique to be honest--hence the champagne socialist"""" or """"privileged white antifa"""" tropes""""",0
@user @user thats really hard hitting stuff! why not grill him on how his party along with the @user  bought AUSTERITY not for the rich but for the poor the sick and disabled and ask if they are STILL feeling the efects? oh no you wont @user TORY RUN media!,0
@user We conservatives love him no matter how stupid it makes us /him look! YEE HAW!,1
#MondayMotivation Instead of #MAGA - could we please have #MAAA - Make America America Again - the rest of the world misses you!,0
#wcw because big sis was just inducted into the #pixiegang and she is slaying it flawlessly! 🔥😍,0
@user @user that explains it then: she is an alien! LOL,0
@user dallon you just said lit i'm sorry sweetie but you are cancelled,0
@user I knew you weren’t a Real Republican committed to your party!!!! You need to leave. Get out now!! You are a disgrace to every republican/conservative member who work towards solutions and does not constantly diminish The POTUS!!! Quit already.,1
@user I hope he is ok and he finds the peace that will provide him the happiness that he need,0
"@user how does what I'm saying relate to gun control. if police departments will not prosecute their own family"""" then it's time to limit their access to all weapons. A police department reluctant to acknowledge their own wrong doings and correct them dont deserve access to weapons.""""",1
@user What does she think she has done to Kavanaugh family? You can’t throw crap out there and not back it up. Nothing but a stall tactic. Liberals would fight anyone being appointed,0
@user I just read that whole thread and that guys thinks he is a boxing media social media sure have mess up some ppls  head 🤣🤣🤣🤣🤣🤣🤣🤣,1
@user she is a democrat,0
@user MAGA= Mushrooms are growing again,1
@user @user You are devaluing everyone's opinion on the Independent article whom agrees with me by saying they are disgruntled students or bots. Just because they don't put Dr. In their Twitter name it doesn't mean they haven't done 'deeply important research' as you fondly put it.,1
@user Your bizarre spin attempts fail because no one trusts one sided zealots anymore. The spell is broken. WE THE PEOPLE do not need people like you and your sick idea. Cater to the loony left like your modern brown shirts antifa. Leave normal people alone,1
@user Words cannot express just how valid you are.,0
@user @user I have Dick Durbin that's not gonna happen blame Shitcago that's what i do..,1
.@USER please do everyone a favor and delete this false thread and your account while you are at it.,0
@user she is idk what's going on,0
@user I wasn’t calling you out... i was genuinely surprised like live legit made a mode that you are loving and i love to see that... it wasn’t anything more than that. I apologize if you took it another way,0
"@user @user @user @user Politicians talk about racism, Islamophobia, Homophobia, Rape, Drug abuse etc etc......  Do you not understand how fucking sick it is to ask Jess if she's discussed with her children that complete strangers hate"""" Mummy.  I hope for your own sake that you are unwell.""""",1
"@user @user Populism - political ideas and activities that are intended to get the support of ordinary people by giving them what they want"""" - Cambridge Dictionary  Yes I too think the liberals and conservatives must unite to prevent ordinary people from getting want they want #Collusion 😂""""",0
@user Never saw it before. It’s delicious,0
#Republicans #Conservatives @user wet dreams: Step 1: Confirm predator as SCOTUS judge Step 2: Eliminate women's choice Step 3: Eliminate non white's voting rights Step 4: Eliminate women's voting rights Step 5: End immigration,1
@user And Donald Trump will never be president,0
"@user @user @user You're asking Liberals to use Reason and Logic. Look at these people, they have been suffering a collective psychosis for almost 2 yrs and get crazier by the hour. If their educated elite"""" are Batsht crazy, their sheep/foot soldiers are likely certifiable. They are beyond help.",0
@user Let’s not forget the treatment of Sarah Palin by these same California liberals. And now they say Kavanaugh ‘s accuser is being bullied?,0
@user Follow The Pen🖋...#MAGA🇺🇸 It Is Mightier Than The Sword 🗡  #QANON🇺🇸   #WWG1WGA🇺🇸,0
"@user Suddenly BozoObama is NOT politician""""...& certainly NOT that HE & BillAyers &DISGRACED ErikHolder started Police brutality Antifa,BLM,OWS """"movements"""" & didn't fund our US military as B4 for 8 yrs,but GAVE WORLD SPONSER OF TERROR IRAN $170. bil... NOOO!; not ol' ISIS-LOVER 'Bama.""""",0
"@user @user @user @user @user Oh yeah sure Antifa is anti-fascist"""". Also, free speech is for everyone: liberals, conservatives, centrists, fascists, communists, anarchists, ancaps, etc. I live in the US and not a fascist state that bans what it thinks is """"hate speech"""".",1
@user IT'S FUCKING TIME!!,0
@user Pat Shurmer scored 7 points against the eagles in playoffs last year and only 22 at home vs saints until miracle play he is not a great offensive coach.,0
@user @user @user @user @user @user @user @user @user @user That's a guy. Guy looks like a Sheila! #QANON #MAGA #GREATAWAKENING,0
@user @user Killary still lost!,0
@user Democrats are sick! Back off & let our president Trump continue to help all Americans!,1
